id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
AGSEMPTCMDODFS,2024-09-18,2024-09-18,Agency-and GSE-Backed Mortgage Pools; Total Mortgages; Liability (DISCONTINUED),1945-10-01,2017-10-01,"Quarterly, End of Period",Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-03-08 15:01:08-06:00,2,"This series has been discontinued and will no longer be updated. It was a duplicate of the following series, which will continue to be updated: https://fred.stlouisfed.org/series/AGSEBMPTCMAHDFS  The FRED series Total Credit Market Debt Owed by Domestic Financial Sectors - Agency- and GSE-backed Mortgage Pools is now known as Agency-and GSE-Backed Mortgage Pools; Total Mortgages; Liability.  The source series id is FL413065005.Q.  This series appears in Table L.208. For further information see the assistance provided in the guide to the Financial Accounts at https://www.federalreserve.gov/apps/fof/."
NOMSL,2024-09-18,2024-09-18,Nonprofit Organizations; Municipal Securities; Liability (DISCONTINUED),1945-10-01,2017-10-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-03-08 15:01:42-06:00,1,"This series has been discontinued and will no longer be updated. It was a duplicate of the following series, which will continue to be updated: https://fred.stlouisfed.org/series/MSLBSHNO  The source series id is FL163162003.Q.  This series appears in Table L.208.  For further information see the assistance provided in the guide to the Financial Accounts at https://www.federalreserve.gov/apps/fof/."
PCICDSA,2024-09-18,2024-09-18,"Property-Casualty Insurance Companies; Debt Securities; Asset, Level",1945-10-01,2024-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-09-12 14:27:59-05:00,2,"Source ID: FL514022005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL514022005&t=) provided by the source."
PPFDSA,2024-09-18,2024-09-18,"Private Pension Funds; Debt Securities; Asset, Level",1945-10-01,2024-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-09-12 14:25:32-05:00,3,"Source ID: FL574022005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL574022005&t=) provided by the source."
REITDSA,2024-09-18,2024-09-18,"Real Estate Investment Trusts; Debt Securities; Asset, Level",1945-10-01,2023-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2023-09-08 12:05:38-05:00,2,"Source ID: FL644022005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL644022005&t=) provided by the source."
REITDSL,2024-09-18,2024-09-18,"Real Estate Investment Trusts; Debt Securities; Liability, Level",1945-10-01,2023-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2023-09-08 11:48:45-05:00,6,"Source ID: FL644122005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL644122005&t=) provided by the source."
RWDSENCDA,2024-09-18,2024-09-18,"Rest of the World; Debt Securities, Excluding Negotiable Certificates of Deposit; Asset (DISCONTINUED)",1945-10-01,2017-10-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-03-08 15:01:37-06:00,1,"This series has been discontinued and will no longer be updated. It was a duplicate of the following series, which will continue to be updated: https://fred.stlouisfed.org/series/ROWDASQ027S  The source series id is FL264022005.Q.  This series appears in Table L.208.  For further information see the assistance provided in the guide to the Financial Accounts at https://www.federalreserve.gov/apps/fof/."
RWDSENCDL,2024-09-18,2024-09-18,"Rest of the World; Debt Securities, Excluding Negotiable Certificates of Deposit; Liability (DISCONTINUED)",1945-10-01,2017-10-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-03-08 15:01:37-06:00,1,"This series has been discontinued and will no longer be updated. It was a duplicate of the following series, which will continue to be updated: https://fred.stlouisfed.org/series/ROWDESQ027S  The source series id is FL264122005.Q.  This series appears in Table L.208.  For further information see the assistance provided in the guide to the Financial Accounts at https://www.federalreserve.gov/apps/fof/."
SBDCRBL,2024-09-18,2024-09-18,"Security Brokers and Dealers; Corporate and Foreign Bonds; Liability, Level",1945-10-01,2024-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-09-12 14:27:58-05:00,1,"Source ID: FL663163003.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL663163003&t=) provided by the source."
SBDDSA,2024-09-18,2024-09-18,"Security Brokers and Dealers; Debt Securities; Asset, Level",1945-10-01,2024-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-09-12 14:25:19-05:00,5,"Source ID: FL664022005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL664022005&t=) provided by the source."
SLGEERFDSA,2024-09-18,2024-09-18,"State and Local Governments, Excluding Employee Retirement Funds; Debt Securities; Asset (DISCONTINUED)",1945-10-01,2017-10-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-03-08 15:01:15-06:00,1,"This series has been discontinued and will no longer be updated. It was a duplicate of the following series, which will continue to be updated: https://fred.stlouisfed.org/series/SLGDASQ027S  The source series id is FL214022005.Q.  This series appears in Table L.208.  For further information see the assistance provided in the guide to the Financial Accounts at https://www.federalreserve.gov/apps/fof/."
SLGEERFMSL,2024-09-18,2024-09-18,"State and Local Governments, Excluding Employee Retirement Funds; Municipal Securities; Liability (DISCONTINUED)",1945-10-01,2017-10-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2018-03-08 15:01:23-06:00,1,"This series has been discontinued and will no longer be updated. It was a duplicate of the following series, which will continue to be updated: https://fred.stlouisfed.org/series/SLGMSOQ027S  The source series id is FL213162005.Q.  This series appears in Table L.208.  For further information see the assistance provided in the guide to the Financial Accounts at https://www.federalreserve.gov/apps/fof/."
SLGERFDSA,2024-09-18,2024-09-18,State and Local Government Employee Retirement Funds; Debt Securities; Asset (DISCONTINUED),1945-10-01,2015-10-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2016-03-10 13:16:20-06:00,1,"Source ID: FL224022005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL224022005&t=) provided by the source.  This series appears in Table L.208."
USCDIDSA,2024-09-18,2024-09-18,"U.S.-Chartered Depository Institutions; Debt Securities; Asset, Level",1945-10-01,2024-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-09-12 14:27:56-05:00,1,"Source ID: FL764022005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL764022005&t=) provided by the source."
USCDIDSL,2024-09-18,2024-09-18,"U.S.-Chartered Depository Institutions; Debt Securities; Liability, Level",1945-10-01,2024-04-01,Quarterly,Q,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-09-12 14:27:56-05:00,1,"Source ID: FL764122005.Q  For more information about the Flow of Funds tables, see the Financial Accounts Guide (https://www.federalreserve.gov/apps/fof/Default.aspx).  With each quarterly release, the source may make major data and structural revisions to the series and tables. These changes are available in the Release Highlights (https://www.federalreserve.gov/apps/fof/FOFHighlight.aspx).  In the Financial Accounts, the source identifies each series by a string of patterned letters and numbers. For a detailed description, including how this series is constructed, see the series analyzer (https://www.federalreserve.gov/apps/fof/SeriesAnalyzer.aspx?s=FL764122005&t=) provided by the source."
